generation,education,marital_status,income,children,expenses,purchases,recency,years,acceptcmpg
Gen_X,graduate,relation,35441.0,2,39,14,94,11.0,0
Baby_boomers,graduate,relation,71391.0,1,1043,31,50,11.0,0
Gen_X,post_graduate,single,49494.0,1,385,21,46,11.0,0
Millennial,graduate,single,81702.0,0,1633,30,98,11.0,0
Millennial,post_graduate,single,45889.0,1,46,11,42,11.0,0
Gen_X,graduate,single,56628.0,1,761,25,30,10.0,1
Baby_boomers,graduate,relation,34026.0,2,76,14,11,11.0,0
Gen_X,graduate,relation,40049.0,1,290,19,61,11.0,0
Millennial,graduate,single,34176.0,1,89,17,12,9.0,0
Millennial,graduate,relation,19419.0,1,70,20,76,11.0,0
Baby_boomers,post_graduate,relation,82504.0,0,1066,18,2,10.0,0
Gen_X,graduate,relation,81205.0,0,2009,21,43,10.0,3
Millennial,post_graduate,single,61618.0,0,1345,22,27,11.0,0
Baby_boomers,post_graduate,single,55284.0,1,764,28,60,11.0,0
Baby_boomers,graduate,single,49980.0,1,195,16,79,10.0,0
Millennial,graduate,relation,15072.0,2,53,16,96,10.0,0
Gen_X,graduate,single,49166.0,1,368,19,17,11.0,0
Baby_boomers,post_graduate,relation,65324.0,1,544,24,0,9.0,0
Baby_boomers,post_graduate,relation,82347.0,0,1853,28,38,12.0,2
Gen_X,post_graduate,relation,30843.0,2,35,11,43,10.0,1
Gen_X,post_graduate,relation,46374.0,1,446,26,1,10.0,2
Gen_X,graduate,single,60474.0,1,1180,38,25,11.0,0
Gen_X,post_graduate,relation,38576.0,1,41,12,2,10.0,0
Millennial,graduate,relation,55357.0,2,727,27,66,11.0,0
Gen_X,graduate,relation,37758.0,2,40,14,49,12.0,0
Millennial,post_graduate,relation,85710.0,0,1062,28,5,11.0,1
Gen_X,graduate,relation,23228.0,1,40,15,71,10.0,0
Gen_X,post_graduate,relation,44602.0,2,292,25,35,10.0,0
Millennial,graduate,relation,7500.0,0,15,10,94,10.0,0
Millennial,post_graduate,relation,38683.0,1,341,24,80,12.0,0
Gen_X,post_graduate,single,49514.0,1,369,20,61,10.0,0
Gen_X,post_graduate,relation,57906.0,1,401,21,29,10.0,0
Gen_X,post_graduate,single,43456.0,1,393,22,0,11.0,0
Millennial,post_graduate,single,19485.0,2,10,11,80,10.0,0
Gen_X,graduate,relation,53172.0,1,486,19,54,11.0,0
Gen_X,graduate,relation,30545.0,1,69,14,71,11.0,0
Millennial,post_graduate,relation,70123.0,0,1727,20,27,10.0,2
Baby_boomers,graduate,single,62450.0,1,995,19,61,10.0,1
Gen_X,graduate,relation,21675.0,1,45,17,55,9.0,0
Millennial,post_graduate,single,42395.0,2,182,19,35,10.0,0
Gen_X,post_graduate,relation,61346.0,1,989,26,34,11.0,0
Baby_boomers,graduate,relation,80812.0,0,1677,20,95,10.0,3
Gen_X,post_graduate,single,42835.0,2,595,29,64,11.0,0
Millennial,graduate,relation,39922.0,1,156,17,30,11.0,0
Baby_boomers,post_graduate,single,86424.0,0,1226,29,12,10.0,0
Gen_X,post_graduate,relation,17117.0,1,128,20,96,11.0,0
Gen_X,graduate,single,24762.0,1,86,17,16,9.0,1
Gen_X,graduate,relation,35797.0,1,68,15,16,11.0,0
Gen_X,graduate,single,36627.0,2,16,9,78,10.0,0
Millennial,post_graduate,relation,51111.0,2,55,13,83,10.0,0
Gen_X,post_graduate,single,86857.0,0,2114,24,96,11.0,0
Gen_X,post_graduate,relation,82072.0,0,2018,20,67,11.0,0
Baby_boomers,post_graduate,single,46231.0,3,263,24,87,11.0,0
Baby_boomers,graduate,relation,42243.0,2,55,14,34,10.0,0
Baby_boomers,graduate,relation,51195.0,2,564,32,46,11.0,0
Gen_X,post_graduate,single,68092.0,0,1281,25,7,10.0,0
Gen_X,graduate,relation,31814.0,1,83,16,73,10.0,1
Gen_X,post_graduate,single,51390.0,2,353,23,54,11.0,0
Millennial,graduate,relation,76630.0,0,1003,26,93,10.0,0
Millennial,under_graduate,single,26868.0,1,14,11,52,10.0,0
Builder,post_graduate,single,48948.0,0,902,30,53,11.0,1
Gen_X,post_graduate,single,55260.0,1,1139,31,81,11.0,0
Baby_boomers,graduate,relation,64090.0,1,797,25,8,10.0,0
Baby_boomers,graduate,single,78331.0,1,1638,29,97,10.0,0
Gen_X,post_graduate,relation,37087.0,1,401,23,50,10.0,0
Millennial,graduate,single,21846.0,1,84,19,38,10.0,0
Baby_boomers,graduate,relation,81320.0,0,928,20,61,11.0,0
Gen_X,graduate,single,54137.0,1,203,17,46,10.0,0
Gen_X,graduate,relation,66825.0,0,858,18,73,10.0,0
Gen_X,graduate,relation,57100.0,0,409,16,19,11.0,0
Gen_X,graduate,relation,58917.0,3,282,21,10,11.0,0
Gen_X,graduate,single,85072.0,0,1423,18,94,9.0,0
Baby_boomers,graduate,single,86429.0,0,1449,20,10,10.0,1
Gen_X,graduate,single,45684.0,1,28,11,37,11.0,0
Gen_X,graduate,relation,47889.0,1,67,11,94,10.0,0
Millennial,post_graduate,relation,45921.0,0,199,14,23,9.0,0
Gen_X,post_graduate,single,78420.0,0,1453,23,75,11.0,0
Millennial,graduate,relation,75114.0,0,1253,21,40,10.0,0
Baby_boomers,post_graduate,single,52278.0,1,1198,39,24,11.0,0
Gen_X,post_graduate,relation,35641.0,1,178,17,11,10.0,0
Millennial,graduate,single,95529.0,0,1990,21,29,12.0,1
Baby_boomers,graduate,relation,62820.0,0,976,15,51,10.0,0
Baby_boomers,post_graduate,relation,73113.0,0,1001,17,86,10.0,0
Millennial,post_graduate,relation,84169.0,0,1919,23,9,10.0,2
Baby_boomers,post_graduate,single,42607.0,1,350,17,30,10.0,0
Baby_boomers,post_graduate,single,74637.0,0,1650,28,73,11.0,1
Baby_boomers,post_graduate,relation,46015.0,2,46,12,25,10.0,2
Millennial,graduate,single,72354.0,0,1228,20,67,11.0,0
Gen_X,post_graduate,single,39858.0,1,95,13,67,11.0,0
Baby_boomers,post_graduate,relation,34469.0,2,62,13,58,10.0,0
Millennial,graduate,relation,83033.0,1,1761,31,82,10.0,1
Gen_X,post_graduate,relation,24401.0,0,467,24,98,11.0,0
Gen_X,graduate,relation,77583.0,0,1149,21,93,9.0,1
Millennial,post_graduate,single,74116.0,0,2052,21,53,10.0,1
Millennial,graduate,single,74293.0,0,1127,18,66,10.0,0
Gen_X,post_graduate,relation,68397.0,1,1416,24,6,10.0,0
Gen_X,post_graduate,relation,79632.0,0,1113,22,42,9.0,0
Millennial,graduate,single,46107.0,1,125,10,78,9.0,0
Baby_boomers,post_graduate,single,64950.0,1,966,32,29,11.0,1
Millennial,under_graduate,relation,25443.0,1,32,13,82,11.0,0
Baby_boomers,graduate,single,75127.0,0,833,20,92,10.0,0
Gen_X,post_graduate,relation,32892.0,1,46,16,78,10.0,0
Gen_X,graduate,relation,71796.0,0,960,21,54,10.0,0
Gen_X,post_graduate,relation,67536.0,1,1829,38,45,11.0,1
Gen_X,graduate,single,55239.0,1,779,31,59,10.0,0
Gen_X,post_graduate,single,60554.0,1,811,29,8,10.0,0
Baby_boomers,post_graduate,single,64831.0,2,1120,28,51,10.0,0
Baby_boomers,post_graduate,relation,56067.0,1,725,25,51,10.0,0
Millennial,graduate,single,82025.0,0,1187,13,76,11.0,1
Baby_boomers,graduate,relation,94384.0,0,2302,20,62,11.0,3
Millennial,under_graduate,single,14906.0,0,66,16,86,11.0,0
Millennial,post_graduate,relation,51563.0,0,1250,27,60,12.0,2
Millennial,post_graduate,relation,57937.0,1,683,23,56,10.0,0
Gen_X,graduate,single,68274.0,2,305,16,83,10.0,0
Gen_X,graduate,relation,39771.0,1,50,10,92,11.0,0
Gen_X,post_graduate,single,67893.0,1,995,24,31,12.0,0
Gen_X,post_graduate,relation,27922.0,1,41,10,80,9.0,0
Gen_X,post_graduate,relation,52190.0,2,77,14,39,9.0,1
Gen_X,post_graduate,single,44051.0,2,171,18,20,11.0,0
Gen_X,post_graduate,single,42767.0,2,131,15,53,10.0,0
Gen_X,post_graduate,relation,46106.0,2,54,11,84,9.0,0
Gen_X,post_graduate,relation,16927.0,2,53,20,50,10.0,0
Gen_X,graduate,relation,59754.0,1,475,21,96,12.0,0
Baby_boomers,graduate,single,53700.0,1,694,27,94,11.0,0
Gen_X,graduate,relation,59041.0,2,96,13,25,9.0,0
Baby_boomers,post_graduate,single,54237.0,1,361,22,48,11.0,0
Gen_X,graduate,single,70647.0,1,1079,28,65,11.0,0
Baby_boomers,post_graduate,single,52597.0,1,578,25,69,9.0,0
Gen_X,post_graduate,relation,41021.0,1,64,13,12,11.0,0
Gen_X,post_graduate,relation,40233.0,1,149,19,84,10.0,0
Millennial,graduate,relation,50183.0,2,231,22,47,10.0,0
Baby_boomers,graduate,relation,54753.0,1,728,25,87,10.0,0
Gen_X,graduate,relation,92955.0,0,1778,25,35,10.0,2
Gen_X,graduate,relation,33471.0,1,93,17,47,11.0,0
Gen_X,post_graduate,relation,34596.0,1,23,12,48,11.0,0
Millennial,graduate,relation,44010.0,1,662,33,46,11.0,0
Millennial,graduate,relation,84219.0,0,1198,19,27,10.0,0
Gen_X,post_graduate,relation,40706.0,3,81,18,37,11.0,0
Millennial,post_graduate,relation,15716.0,1,92,18,8,11.0,0
Baby_boomers,post_graduate,single,59052.0,1,491,23,29,10.0,0
Gen_X,post_graduate,relation,80573.0,0,1564,26,85,11.0,0
Baby_boomers,graduate,relation,83715.0,0,926,24,2,10.0,0
Baby_boomers,post_graduate,relation,82576.0,0,1910,20,66,12.0,1
Gen_X,post_graduate,relation,56962.0,3,411,28,60,10.0,0
Baby_boomers,graduate,relation,35704.0,2,94,13,54,10.0,0
Baby_boomers,graduate,relation,53103.0,1,1085,35,70,10.0,1
Baby_boomers,post_graduate,single,46779.0,2,23,8,55,10.0,0
Gen_X,graduate,single,4861.0,0,6,14,20,10.0,0
Gen_X,post_graduate,single,33462.0,1,54,13,78,10.0,0
Gen_X,graduate,single,63693.0,1,1150,35,63,10.0,0
Baby_boomers,graduate,relation,80763.0,0,1415,26,17,10.0,2
Gen_X,post_graduate,relation,65352.0,1,405,20,43,10.0,0
Gen_X,post_graduate,relation,82170.0,0,1908,21,13,10.0,0
Gen_X,graduate,relation,75759.0,0,2486,31,46,10.0,3
Gen_X,post_graduate,single,79689.0,0,1315,29,65,10.0,0
Baby_boomers,post_graduate,single,35340.0,2,45,12,1,10.0,0
Baby_boomers,graduate,single,85683.0,0,1789,18,6,10.0,4
Gen_X,post_graduate,relation,24884.0,1,19,11,32,11.0,0
Millennial,post_graduate,relation,42021.0,1,573,31,34,11.0,1
Millennial,graduate,single,64449.0,1,805,28,70,10.0,0
Baby_boomers,graduate,single,64587.0,2,108,11,49,10.0,0
Millennial,graduate,single,34824.0,0,23,10,65,10.0,0
Gen_X,graduate,relation,75437.0,0,1493,29,25,10.0,1
Baby_boomers,graduate,relation,26091.0,2,89,14,84,10.0,0
Gen_X,graduate,relation,52845.0,1,936,31,7,10.0,1
Baby_boomers,graduate,single,46086.0,1,343,20,34,11.0,0
Baby_boomers,post_graduate,single,78028.0,1,528,27,38,11.0,2
Millennial,post_graduate,single,95169.0,0,1901,13,1,10.0,2
Millennial,post_graduate,relation,56337.0,2,724,30,25,11.0,2
Millennial,graduate,relation,22434.0,1,58,15,25,11.0,0
Baby_boomers,post_graduate,relation,36930.0,1,297,24,50,11.0,0
Baby_boomers,graduate,single,36130.0,1,488,25,46,11.0,1
Baby_boomers,post_graduate,relation,65569.0,1,859,26,96,12.0,0
Baby_boomers,graduate,relation,83844.0,0,1574,21,57,10.0,1
Gen_X,graduate,relation,19514.0,2,69,18,47,10.0,1
Baby_boomers,post_graduate,single,36736.0,2,17,10,52,10.0,0
Gen_X,graduate,relation,77568.0,1,2194,26,30,11.0,3
Gen_X,post_graduate,relation,49187.0,1,116,10,63,9.0,0
Gen_X,graduate,single,30168.0,1,279,27,51,11.0,0
Gen_X,post_graduate,relation,34053.0,1,103,15,14,11.0,0
Gen_X,post_graduate,relation,38196.0,2,44,14,20,10.0,0
Baby_boomers,post_graduate,relation,59412.0,0,406,18,56,10.0,0
Gen_X,post_graduate,relation,70924.0,0,1363,23,41,10.0,1
Gen_X,graduate,relation,54165.0,0,236,13,72,11.0,0
Gen_X,graduate,relation,32300.0,1,39,13,1,11.0,0
Gen_X,graduate,single,20180.0,0,137,15,27,11.0,0
Gen_X,graduate,relation,34961.0,1,79,17,77,10.0,0
Gen_X,post_graduate,relation,28440.0,1,63,14,87,10.0,0
Baby_boomers,post_graduate,relation,64504.0,3,1314,32,81,11.0,0
Gen_X,post_graduate,relation,33564.0,1,71,11,51,10.0,0
Gen_X,graduate,relation,17345.0,1,58,15,79,12.0,0
Gen_X,post_graduate,relation,56320.0,1,702,25,11,10.0,0
Gen_X,graduate,single,28647.0,1,94,14,54,10.0,1
Millennial,under_graduate,single,15038.0,1,80,16,93,11.0,0
Baby_boomers,post_graduate,single,32173.0,1,22,9,0,11.0,0
Baby_boomers,post_graduate,relation,68316.0,1,1211,38,54,12.0,0
Gen_X,graduate,relation,74538.0,0,1461,25,21,11.0,1
Gen_X,graduate,single,91700.0,0,1968,23,58,11.0,0
Gen_X,graduate,relation,68695.0,0,1091,18,3,10.0,0
Gen_X,post_graduate,relation,31056.0,1,55,13,99,11.0,0
Gen_X,graduate,relation,79593.0,0,1366,21,70,9.0,1
Millennial,graduate,single,28071.0,0,313,21,65,11.0,0
Baby_boomers,post_graduate,relation,37334.0,2,62,15,44,10.0,0
Gen_X,post_graduate,single,46423.0,2,92,16,6,10.0,0
Gen_X,post_graduate,relation,37126.0,1,72,12,9,10.0,1
Baby_boomers,graduate,relation,47703.0,1,655,26,95,11.0,0
Baby_boomers,graduate,relation,61180.0,1,704,21,70,10.0,1
Baby_boomers,graduate,relation,38998.0,2,54,16,92,12.0,0
Millennial,graduate,single,8028.0,0,178,35,62,11.0,0
Baby_boomers,graduate,relation,76081.0,0,1033,16,85,10.0,1
Millennial,graduate,relation,34728.0,1,36,11,2,10.0,0
Gen_X,post_graduate,single,33168.0,1,122,17,0,11.0,0
Gen_X,post_graduate,relation,33585.0,1,122,11,91,10.0,0
Baby_boomers,post_graduate,relation,77037.0,1,1123,30,3,10.0,0
Millennial,graduate,relation,35196.0,1,497,26,68,11.0,0
Gen_X,graduate,relation,44529.0,1,691,30,98,11.0,1
Gen_X,post_graduate,relation,70924.0,0,1363,23,41,10.0,1
Gen_X,post_graduate,relation,28764.0,2,12,12,16,10.0,1
Baby_boomers,post_graduate,relation,69098.0,0,2440,30,82,11.0,0
Gen_X,post_graduate,single,25959.0,2,56,13,1,11.0,0
Millennial,post_graduate,relation,27100.0,1,37,12,64,11.0,0
Millennial,graduate,single,70596.0,0,968,23,68,12.0,0
Gen_X,graduate,relation,42557.0,1,270,23,98,11.0,0
Baby_boomers,post_graduate,relation,53312.0,0,278,19,32,10.0,0
Baby_boomers,graduate,single,72228.0,0,1250,25,87,11.0,0
Millennial,graduate,relation,67605.0,0,938,18,84,11.0,0
Baby_boomers,post_graduate,relation,62845.0,2,1178,36,3,12.0,1
Baby_boomers,graduate,relation,65196.0,2,1155,31,34,10.0,1
Millennial,post_graduate,single,42000.0,0,653,25,23,10.0,0
Gen_X,post_graduate,single,35860.0,2,49,11,37,10.0,1
Baby_boomers,post_graduate,relation,65526.0,1,506,19,22,9.0,0
Baby_boomers,graduate,relation,16860.0,2,38,15,19,11.0,0
Millennial,graduate,single,83528.0,0,1650,24,7,10.0,2
Gen_X,post_graduate,single,64176.0,1,1826,39,52,12.0,0
Baby_boomers,graduate,single,22304.0,0,18,12,91,12.0,0
Gen_X,graduate,relation,67023.0,0,906,26,93,10.0,0
Gen_X,post_graduate,relation,32892.0,1,46,16,78,10.0,0
Gen_X,graduate,relation,70713.0,1,1477,28,23,12.0,0
Baby_boomers,graduate,relation,59925.0,1,766,29,83,11.0,0
Baby_boomers,graduate,relation,39722.0,1,47,12,92,10.0,0
Baby_boomers,graduate,relation,46610.0,0,467,20,4,10.0,0
Baby_boomers,graduate,relation,88347.0,0,2116,22,32,11.0,1
Millennial,post_graduate,relation,87171.0,0,1298,27,27,11.0,2
Gen_X,post_graduate,relation,26907.0,2,22,13,10,10.0,0
Gen_X,post_graduate,single,50014.0,1,396,20,9,10.0,0
Gen_X,post_graduate,relation,41014.0,1,20,11,65,11.0,0
Gen_X,graduate,single,66294.0,0,967,15,68,10.0,0
Gen_X,graduate,relation,36715.0,1,357,28,16,11.0,0
Baby_boomers,graduate,relation,79456.0,0,1401,19,12,11.0,0
Millennial,graduate,relation,40479.0,1,15,8,95,10.0,0
Gen_X,post_graduate,single,75345.0,0,2087,23,16,11.0,1
Gen_X,graduate,relation,54233.0,1,981,34,46,11.0,0
Gen_X,graduate,single,24163.0,2,17,10,3,10.0,0
Baby_boomers,post_graduate,relation,84460.0,0,523,27,80,11.0,4
Millennial,graduate,relation,43776.0,1,23,10,77,10.0,0
Baby_boomers,post_graduate,single,71691.0,0,1192,19,0,10.0,0
Gen_X,post_graduate,relation,85844.0,0,1958,22,62,10.0,1
Gen_X,post_graduate,single,39190.0,1,133,14,91,10.0,0
Baby_boomers,graduate,relation,71367.0,0,777,19,24,10.0,0
Gen_X,post_graduate,single,38578.0,2,73,17,2,11.0,0
Gen_X,post_graduate,relation,57236.0,2,121,13,22,9.0,0
Gen_X,graduate,single,61825.0,1,424,19,56,10.0,0
Baby_boomers,graduate,single,79803.0,1,868,14,54,10.0,0
Millennial,post_graduate,single,80910.0,0,756,16,71,11.0,0
Millennial,post_graduate,relation,27590.0,1,12,11,38,11.0,0
Gen_X,graduate,relation,56775.0,1,937,30,62,11.0,0
Gen_X,graduate,single,83829.0,0,1862,18,78,10.0,3
Gen_X,post_graduate,relation,54210.0,1,367,19,18,11.0,0
Millennial,graduate,relation,38508.0,1,443,28,95,11.0,0
Gen_X,graduate,relation,53187.0,1,267,18,66,10.0,0
Gen_X,graduate,relation,30023.0,1,61,14,28,10.0,0
Baby_boomers,post_graduate,single,76045.0,0,1323,23,78,10.0,1
Baby_boomers,post_graduate,relation,50870.0,1,63,11,13,10.0,0
Gen_X,post_graduate,relation,15315.0,0,64,13,27,11.0,0
Gen_X,post_graduate,relation,65463.0,1,562,24,17,10.0,1
Gen_X,graduate,relation,66480.0,2,312,23,71,10.0,0
Baby_boomers,graduate,single,76773.0,0,1156,17,79,11.0,0
Millennial,post_graduate,single,81698.0,0,1104,21,1,11.0,1
Gen_X,post_graduate,single,54466.0,2,16,9,78,9.0,0
Baby_boomers,post_graduate,single,98777.0,0,2008,20,23,10.0,1
Millennial,post_graduate,single,16269.0,1,44,17,75,10.0,0
Gen_X,graduate,relation,71819.0,1,1574,20,70,10.0,2
Millennial,post_graduate,relation,33569.0,1,63,13,10,10.0,1
Millennial,post_graduate,relation,36262.0,0,426,18,24,10.0,1
Gen_X,under_graduate,relation,22634.0,0,96,14,47,11.0,0
Gen_X,post_graduate,relation,47025.0,1,635,32,98,10.0,0
Gen_X,graduate,single,70566.0,1,757,25,4,11.0,0
Gen_X,post_graduate,relation,31605.0,1,125,16,15,11.0,0
Gen_X,post_graduate,single,52034.0,2,332,23,67,11.0,0
Gen_X,graduate,single,48526.0,1,135,11,32,10.0,0
Baby_boomers,graduate,relation,46734.0,1,330,21,40,11.0,0
Baby_boomers,graduate,single,39552.0,2,384,28,54,11.0,0
Gen_X,graduate,single,86358.0,2,1722,26,78,11.0,0
Gen_X,graduate,relation,46931.0,3,78,10,94,10.0,0
Millennial,under_graduate,single,16581.0,0,24,8,51,10.0,0
Baby_boomers,post_graduate,single,63998.0,0,1168,29,42,10.0,0
Baby_boomers,post_graduate,relation,67381.0,1,957,24,67,11.0,1
Gen_X,graduate,single,25930.0,2,15,11,87,10.0,0
Gen_X,graduate,relation,42693.0,1,57,10,29,9.0,0
Gen_X,graduate,relation,85606.0,1,1956,27,89,11.0,1
Millennial,graduate,single,72903.0,0,2013,25,74,10.0,3
Gen_X,post_graduate,relation,49669.0,1,326,20,97,10.0,0
Gen_X,post_graduate,relation,36778.0,2,77,18,63,12.0,0
Baby_boomers,post_graduate,single,85696.0,0,1313,21,88,11.0,0
Millennial,post_graduate,single,10979.0,0,30,13,34,10.0,0
Baby_boomers,graduate,relation,49678.0,1,315,21,81,11.0,0
Baby_boomers,post_graduate,relation,56129.0,1,660,26,65,11.0,0
Millennial,graduate,relation,37155.0,1,74,12,51,11.0,0
Gen_X,post_graduate,single,21282.0,1,46,13,76,9.0,0
Baby_boomers,post_graduate,single,33419.0,1,86,15,76,10.0,0
Builder,graduate,single,63285.0,0,1103,28,84,11.0,0
Gen_X,post_graduate,relation,21255.0,1,61,15,56,10.0,0
Millennial,graduate,relation,42162.0,1,145,15,31,10.0,1
Baby_boomers,graduate,relation,54450.0,2,684,39,0,11.0,0
Baby_boomers,post_graduate,relation,57744.0,1,411,24,91,10.0,0
Millennial,graduate,single,26576.0,1,27,13,40,11.0,1
Builder,post_graduate,single,57513.0,0,1060,33,59,11.0,0
Baby_boomers,graduate,relation,68142.0,1,1459,30,96,11.0,0
Gen_X,graduate,relation,7500.0,1,18,12,61,11.0,0
Gen_X,graduate,relation,83145.0,0,1833,28,14,11.0,1
Baby_boomers,post_graduate,relation,54197.0,1,237,13,16,10.0,0
Baby_boomers,post_graduate,single,23091.0,2,48,17,98,10.0,0
Gen_X,graduate,relation,46049.0,2,515,33,11,10.0,0
Gen_X,graduate,relation,56715.0,0,1020,19,52,12.0,0
Baby_boomers,graduate,relation,79410.0,0,1370,12,19,10.0,0
Baby_boomers,graduate,relation,57304.0,1,1026,30,61,10.0,0
Gen_X,graduate,relation,44375.0,1,301,17,73,10.0,0
Baby_boomers,graduate,relation,54450.0,2,684,39,0,11.0,0
Gen_X,graduate,relation,59594.0,1,499,24,74,11.0,1
Millennial,graduate,relation,80685.0,0,1004,23,55,11.0,0
Gen_X,post_graduate,relation,40344.0,1,218,19,48,10.0,0
Gen_X,graduate,relation,62710.0,1,606,26,53,11.0,0
Gen_X,post_graduate,relation,48985.0,1,75,9,13,11.0,0
Gen_X,graduate,relation,35322.0,3,106,17,34,11.0,0
Baby_boomers,graduate,relation,77142.0,0,990,19,54,11.0,0
Gen_X,graduate,single,81657.0,0,1097,17,69,10.0,0
Gen_Z,under_graduate,relation,14421.0,0,16,9,81,10.0,1
Gen_X,post_graduate,relation,20130.0,0,34,13,99,10.0,0
Millennial,post_graduate,relation,74214.0,0,1711,21,3,11.0,0
Baby_boomers,post_graduate,relation,66726.0,2,438,24,61,9.0,1
Gen_X,under_graduate,relation,23724.0,1,75,15,65,10.0,0
Baby_boomers,post_graduate,relation,47353.0,1,225,18,93,10.0,0
Baby_boomers,post_graduate,relation,33444.0,2,18,12,24,12.0,0
Millennial,graduate,relation,54386.0,1,470,20,8,11.0,0
Millennial,graduate,single,28510.0,2,91,14,72,11.0,0
Millennial,post_graduate,single,90638.0,0,2525,19,29,10.0,1
Baby_boomers,graduate,relation,48070.0,1,504,26,33,11.0,0
Baby_boomers,graduate,relation,43140.0,1,235,17,68,11.0,0
Baby_boomers,post_graduate,single,54959.0,1,1232,28,55,11.0,1
Baby_boomers,under_graduate,single,15056.0,2,88,17,76,11.0,0
Gen_X,graduate,single,26954.0,1,17,11,17,9.0,0
Millennial,graduate,single,22327.0,1,24,10,94,11.0,0
Gen_X,graduate,relation,44393.0,2,60,11,86,10.0,0
Baby_boomers,post_graduate,single,62000.0,1,1020,30,25,10.0,1
Baby_boomers,post_graduate,relation,31497.0,1,155,18,22,12.0,0
Gen_X,post_graduate,relation,45894.0,2,51,10,15,10.0,0
Gen_X,post_graduate,single,78579.0,0,1812,19,35,11.0,0
Gen_X,post_graduate,single,67369.0,1,1461,29,81,11.0,2
Baby_boomers,graduate,single,58401.0,1,96,10,55,10.0,0
Baby_boomers,graduate,single,62307.0,1,160,14,94,10.0,0
Gen_X,post_graduate,relation,43641.0,2,139,16,50,11.0,0
Gen_X,post_graduate,single,63841.0,1,908,28,64,11.0,0
Gen_X,post_graduate,relation,46891.0,1,183,12,91,11.0,0
Gen_X,post_graduate,relation,70091.0,1,1161,27,11,11.0,1
Gen_X,post_graduate,relation,78075.0,0,988,15,72,10.0,0
Baby_boomers,post_graduate,single,59184.0,1,1072,32,6,11.0,0
Gen_X,graduate,relation,54809.0,2,174,16,0,10.0,0
Baby_boomers,graduate,relation,58113.0,1,758,29,66,11.0,0
Baby_boomers,post_graduate,relation,51412.0,1,195,15,42,10.0,0
Gen_X,graduate,single,15287.0,1,31,13,60,11.0,1
Baby_boomers,post_graduate,relation,66636.0,0,1084,18,64,10.0,0
Baby_boomers,post_graduate,relation,50965.0,1,685,30,87,11.0,1
Gen_X,post_graduate,relation,84618.0,0,1672,28,96,10.0,1
Millennial,graduate,relation,18351.0,0,43,13,1,10.0,0
Baby_boomers,post_graduate,relation,40451.0,2,49,10,54,10.0,1
Gen_X,graduate,relation,36317.0,1,133,16,53,11.0,0
Baby_boomers,graduate,relation,42213.0,1,363,22,96,10.0,1
Baby_boomers,graduate,relation,65748.0,1,545,19,58,11.0,0
Gen_X,graduate,relation,77044.0,1,1065,35,12,10.0,1
Gen_X,graduate,relation,74918.0,0,2047,24,78,10.0,1
Gen_X,graduate,relation,56721.0,2,296,21,64,11.0,0
Gen_X,graduate,single,42160.0,2,140,17,26,11.0,0
Gen_X,graduate,single,61559.0,1,530,20,8,10.0,0
Baby_boomers,post_graduate,relation,33629.0,2,152,22,49,11.0,0
Millennial,post_graduate,relation,68682.0,0,1598,26,56,11.0,0
Baby_boomers,graduate,single,34377.0,1,114,15,55,11.0,0
Millennial,under_graduate,single,8940.0,1,101,18,25,11.0,0
Gen_X,graduate,relation,26228.0,1,25,12,50,10.0,0
Baby_boomers,post_graduate,single,77297.0,0,789,26,84,11.0,1
Millennial,graduate,relation,40211.0,2,87,15,30,10.0,1
Baby_boomers,post_graduate,single,33438.0,2,90,16,81,10.0,0
Baby_boomers,post_graduate,relation,75032.0,1,1215,23,74,11.0,0
Baby_boomers,post_graduate,single,61284.0,0,811,28,76,10.0,1
Millennial,graduate,relation,22518.0,1,61,12,36,11.0,1
Gen_X,post_graduate,relation,54730.0,1,405,22,64,10.0,0
Baby_boomers,post_graduate,relation,38452.0,2,72,16,62,10.0,0
Gen_X,graduate,single,44421.0,2,189,22,53,11.0,0
Millennial,post_graduate,relation,38197.0,1,40,10,86,11.0,0
Gen_X,graduate,single,41986.0,1,63,14,15,9.0,0
Millennial,graduate,relation,28427.0,1,52,15,67,11.0,0
Gen_X,post_graduate,relation,37395.0,1,39,11,47,10.0,0
Gen_X,graduate,relation,64722.0,1,805,31,47,10.0,0
Baby_boomers,post_graduate,relation,55249.0,1,130,11,81,10.0,0
Gen_X,graduate,relation,84906.0,0,1631,26,98,11.0,3
Millennial,graduate,relation,28691.0,1,34,13,56,11.0,0
Baby_boomers,graduate,single,44213.0,2,152,18,48,10.0,0
Millennial,under_graduate,single,25707.0,1,21,12,18,10.0,0
Gen_X,post_graduate,relation,59062.0,3,71,11,74,11.0,0
Baby_boomers,graduate,single,76624.0,1,899,24,68,10.0,1
Baby_boomers,post_graduate,relation,66000.0,0,711,11,36,10.0,0
Gen_X,post_graduate,relation,27683.0,1,351,24,90,12.0,0
Gen_X,graduate,single,1730.0,0,8,35,65,10.0,0
Millennial,under_graduate,single,7500.0,1,119,20,63,12.0,0
Gen_X,graduate,relation,40521.0,2,21,9,82,11.0,0
Gen_X,post_graduate,relation,20427.0,1,10,12,63,10.0,0
Gen_X,graduate,relation,65106.0,1,973,33,55,10.0,1
Gen_X,post_graduate,relation,69969.0,0,1536,16,64,10.0,2
Baby_boomers,graduate,relation,67433.0,2,992,32,51,10.0,1
Gen_X,post_graduate,relation,77766.0,1,1529,40,97,11.0,1
